lesluthiersq	Cosas muy importantes han sucedido en los baños, cuántas decisiones se han tomado! Cuántos libros se han leído! #LesLuthiersQ
lesluthiersq	Lo que antes nos parecía moralmente inaceptable... hoy es tristemente inalcanzable #LesLuthiersQ
lesluthiersq	"El truco consiste en airear la masa por tres días y tres noches,(risas),no,no,no se rían que después les sale mal y no saben porque"
lesluthiersq	Hay algo más triste, más desdichado, q ser perseguido? Sí! Ser alcanzado! #LesLuthiersQ
lesluthiersq	Todo comenzó cuando un conocido crítico se resfrió... #LesLuthiersQ
lesluthiersq	@saracuba señorita cómo está? Un saludo
lesluthiersq	Este viernes pensá: si no tiene solución, entonces no vale pena, seguro no es un problema ni tampoco es alcohol.
lesluthiersq	Buen día para el que amanece... Para el que no, ya comenzamos mal.
lesluthiersq	Parece que a #Venezuela la gobierna Mastropiero @LesLuthiersQ
lesluthiersq	Muchas parejas no pueden tener hijos por diversos motivos, uno de los más frecuentes es: porque no se conocen. #LesLuthiersQ
lesluthiersq	Acto en Banania - #LesLuthiersQ http://t.co/rfq0hU3wuJ
lesluthiersq	La oscuridad es un brote de energía... -Maestro, ¡es un corte de energía! #LesLuthiersQ
lesluthiersq	... es canto para la paz, para el amor, para la fraternidad, para la concordia y para q se pudran los cerdos burgueses. El valor d la unidad
lesluthiersq	Nuestro canto está dirigido a los explotados, los oprimidos, a los marginados, los que se encuentran más bajo en la escala social. La chusma
lesluthiersq	Seremos comunistas desde esta fecha. Seremos izquierdistas de derecha! #LesLuthiersQ
lesluthiersq	Haga la denuncia, no tiene nada que temer, nosotros ya nos ocuparemos de ella... de protegerla - Radio Tertulia #LesLuthiersQ
lesluthiersq	Me duele que se piense que el nuestro es un gobierno autoritario. Que no se piense eso... ¡es una orden!. Acto en Banania #LesLuthiersQ
lesluthiersq	Antes había desorden, cada cual con su opinión. Hoy tenemos paz y orden y una sola opinión. Acto en Banania #LesLuthiersQ
lesluthiersq	Cuando empecé a trabajar aquí me dijeron que me pagarían de acuerdo a mi capacidad. ¡Con esa miseria no me alcanza para nada! #LesLuthiersQ
lesluthiersq	Me dices que no me quieres, que espere no sé hasta cuando, ¡yo te sigo implorando!, ¿pero quién te crees que eres? - #LesLuthiersQ
lesluthiersq	Yo era un desgraciado... ¡Hasta que un día un amigo me pasó un cassette de Les Luthiers!
lesluthiersq	¿Alguna vez han hecho algo jamás pensado? ¿Cómo lo hicieron sin pensarlo?
lesluthiersq	Llegó el mejor momento del día... Algo tarde diría. Almorzar a la carta. ¿Quién reparte?
lesluthiersq	¡Qué difícil es ser chistosos hoydía con tanta competencia de... los políticos!
lesluthiersq	Nuestros problemas son solo bobadas... siempre hay personas más desgraciadas #LesLuthiersQ
lesluthiersq	¿Es el ser mejor en el hecho de ser? ¿Es el ser ya ser en el hecho de estar? ¿Yo mejor debe ser yacer en el lecho de Esther? #LesLuthiersQ
lesluthiersq	El ave es nada porque vuela... el pez es todo porque nada... #LesLuthiersQ
lesluthiersq	¿Qué es el merengue?
lesluthiersq	¿Y no piensan dar las buenas noches? Nosotros también...
lesluthiersq	Una buena noticia: nominados por 8va vez al premio Príncipe de Asturias http://t.co/Zg90nq2lj4
lesluthiersq	¡Lavá el balde!... ¡Lavá el avión! http://t.co/3HPwhEoZrg
lesluthiersq	¡Atención! http://t.co/XD5Gb4FWro Balada del 7mo regimiento, y ¡pásenlo bomba! #LesLuthiersQ
lesluthiersq	El ave es nada porque vuela... el pez es todo porque nada... #LesLuthiersQ
lesluthiersq	¿Es el ser mejor en el hecho de ser? ¿Es el ser ya ser en el hecho de estar? ¿Yo mejor debe ser yacer en el lecho de Esther? #LesLuthiersQ
lesluthiersq	La oscuridad es un brote de energía... -Maestro, ¡es un corte de energía! #LesLuthiersQ
lesluthiersq	¡A mover el esternocleidomastoideo! http://t.co/aFh1mBqAkz
lesluthiersq	Mil gracias a nuestros seguidores... bueno, ¡mejor dos mil gracias!
lesluthiersq	Los beduinos provienen de algunos oasis poblados, otros... de ciertos desiertos desiertos #LesLuthiersQ
lesluthiersq	En cualquier rincón del mundo resuena un tango y a su alrededor se levanta un murmullo: ¡Cuidado, argentinos! #LesLuthiersQ
lesluthiersq	Mastropiero ya había vivido en Roma, el alma del mundo; en París, el corazón del mundo; pero se sentía intrigado por Buenos Aires...
lesluthiersq	Serenata astrológica - http://t.co/TBk1Qlc7st #LesLuthiersQ
lesluthiersq	Lo cierto es que el paso del tiempo nos ha momi... eh... modificado #LesLuthiersQ
lesluthiersq	Cuantos más años a cuesta, más te cuesta y menos te acuestas #LesLuthiersQ
lesluthiersq	Tengo celos de los guantes, q tocan tus manos; celos del collar, que toca tu cuello; celos de la silla... O.o que usas para sentarte
lesluthiersq	Bolero de los celos - http://t.co/nojIThiUH7 #LesLuthiersQ
lesluthiersq	@ChechuQueen Usted!
lesluthiersq	Nuestros problemas son solo bobadas... siempre hay personas más desgraciadas #LesLuthiersQ
lesluthiersq	La palabra suicida, como muchos creen, no es el que mata a un Suizo... No, un suicida es alguien que se quita la vida a "sui" mismo.
lesluthiersq	Vamos a cambiar esta vacía, vamos todos a estudiar... ¡Epistemología! #LesLuthiersQ
lesluthiersq	Ella criticaba tu metodología pero tipo que veía se lo epistemologaba #LesLuthiersQ
lesluthiersq	No se puede estar amando metafísico nomás, ni estar a cada rato... epistemologando #LesLuthiersQ
lesluthiersq	Los jóvenes se aman con tanto entusiasmo que sólo con hablar... ya llegan al Erasmo - Cumbia epistemológica #LesLuthiersQ
lesluthiersq	Ella sacudía su estructuralismo y él hacía lo mismo con su antropología - Cumbia epistemológica #LesLuthiersQ
lesluthiersq	¿Quién quiere epistemologar? o/
lesluthiersq	¿Pensaron que nos habíamos ido? Nosotros también...
lesluthiersq	Muchas parejas no pueden tener hijos por diversos motivos, uno de los más frecuentes es: porque no se conocen. #LesLuthiersQ
lesluthiersq	Sálvese mejor con Warren, salvación garantizada: si se muere y no se salva, ¡le devolvemos su dinero!. #LesLuthiersQ
lesluthiersq	¿No lo asalta de vez en cuando la melancolía, la memoria de las cosas perdidas? Eh, justamente lo que he perdido es la memoria #LesLuthiersQ
lesluthiersq	Ya me siento mejor, porque me ayudará el Estado. Ya me siento mejor, ¡mejor me siento a esperar sentado!. La vida es hermosa #LesLuthiersQ
lesluthiersq	Hermanos es muy fácil obrar mal y arrepentirse, ¡difícil es arrepentirse primero y luego obrar mal! - El Sendero de Warren #LesLuthiersQ
lesluthiersq	Y lo que les digo no sólo es verídico, sino que ademas ¡es cierto!
lesluthiersq	Yo era un desgraciado... ¡Hasta que un día un amigo me pasó un cassette de Les Luthiers!
lesluthiersq	Mi intención es pasar toda la vida junto a ti desde ahora, y si no es toda la vida por lo menos una hora - Bossa Libidinossa #LesLuthiersQ
lesluthiersq	Es una infamia pegarle a una mujer ¡Salvo que sea necesario! - Serenata intimidatoria http://t.co/sRvn4V3NJl #LesLuthiersQ
lesluthiersq	Me dices que no me quieres, que espere no sé hasta cuando, ¡yo te sigo implorando!, ¿pero quién te crees que eres? - #LesLuthiersQ
lesluthiersq	¡Detén tanto tonto intento! #LesLuthiersQ
lesluthiersq	¡Ahora vas a ver quién es un hombre de verdad! -¿Por qué? ¿Quién más viene?
lesluthiersq	Buenos días, ¿amanecen?
lesluthiersq	Una variación de Esther Píscore... para #Venezuela http://t.co/GzbjZxR7Uh #LesLuthiers
lesluthiersq	¿Usted no tiene problemas con la yuxtaposición? -¡No he recibido queja alguna! #LesLuthiersQ
lesluthiersq	Está la musa de la limpieza, la gamuza... la musa de los escarabajos, la escaramuza. La musa de los quesos... la "musarela" #LesLuthiersQ
lesluthiersq	THIS is the pencil of Esther Píscore! #LesLuthiersQ
lesluthiersq	Ya no te amo Raúl...a - http://t.co/n0Gopnw1W5
lesluthiersq	@Alejinha también te extrañábamos... ¿no te extraña?
lesluthiersq	Usted ha estado reflexionando, digamos por caminos sinuosos. Digamos, ha estado usted razonando... fuera del recipiente. #LesLuthiersQ
lesluthiersq	El Merengue (Esther Píscore) - http://t.co/qf06B38leB #LesLuthiersQ
lesluthiersq	Me alegra que haya llegado, así esto deja de ser un monólogo para convertirse en un... biólogo #LesLuthiersQ
lesluthiersq	Me duele que se piense que el nuestro es un gobierno autoritario. Que no se piense eso... ¡es una orden!. Acto en Banania #LesLuthiersQ
lesluthiersq	Antes había desorden cada cual con su opinión. Hoy tenemos paz y orden y una sola opinión. Acto en Banania #LesLuthiersQ
lesluthiersq	Cuando empecé a trabajar aquí me dijeron que me pagarían de acuerdo a mi capacidad. ¡Con esa miseria no me alcanza para nada! #LesLuthiersQ
lesluthiersq	Tengo un whyskey buenísimo, 12... -años... -pesos!... el cajón!. -Con razón ve insectos. Por 12 pesos qué quería? - Lutherapia #LesLuthiersQ
lesluthiersq	Abreviemos hija mía, de qué pecados NO te acusas? #LesLuthiersQ
lesluthiersq	Hay fantasmas mono... y este es "etéreo" #LesLuthiersQ
lesluthiersq	Yo conozco todo Shakespeare en inglés... no lo he leído porque no sé inglés pero lo conozco
lesluthiersq	Por esos días Mastropiero enfrentó grandes problemas... chocó con la bici... con las vicisitudes de la vida #LesLuthiersQ
lesluthiersq	Todo comenzó cuando un conocido crítico se resfrió... #LesLuthiersQ
lesluthiersq	Monólogo de Daniel Rabinovich http://t.co/oBWP72oR31 #LesLuthiersQ
lesluthiersq	Haga la denuncia, no tiene nada que temer, nosotros ya nos ocuparemos de ella... de protegerla - Radio Tertulia #LesLuthiersQ
lesluthiersq	Hay algo más triste, más desdichado, q ser perseguido? Sí! Ser alcanzado! #LesLuthiersQ
lesluthiersq	... es canto para la paz, para el amor, para la fraternidad, para la concordia y para q se pudran los cerdos burgueses. El valor d la unidad
lesluthiersq	Nuestro canto está dirigido a los explotados, los oprimidos, a los marginados, los que se encuentran más bajo en la escala social. La chusma
lesluthiersq	Seremos comunistas desde esta fecha. Seremos izquierdistas de derecha! #LesLuthiersQ
lesluthiersq	Música proselitista http://t.co/PXkimn3qXM
lesluthiersq	No nos habíamos ido, solo estábamos de reposo...
lesluthiersq	Vale @Evenpro, una caridad ( #LesLuthiers RT @minervahf: Necesito reír ¡Traigan a Les Luthiers! @Evenpro valeeeeeeeee
lesluthiersq	Abajo la colonia! Abajo el perfume! Abajo el desodorante! Arriba el champú! - El valor de la unidad #LesLuthiersQ
lesluthiersq	Seremos comunistas desde esta fecha. Seremos izquierdistas de derecha! #LesLuthiersQ
lesluthiersq	Papenko, niet corrovsky! (Papito no corras!) #LesLuthiersQ
lesluthiersq	González comandante! Pérez! González! Pérez... María te amo! - El valor de la unidad #LesLuthiersQ
lesluthiersq	... es canto para la paz, para el amor, para la fraternidad, para la concordia y para q se pudran los cerdos burgueses. El valor d la unidad
lesluthiersq	Nuestro canto está dirigido a los explotados, los oprimidos, a los marginados, los que se encuentran más bajo en la escala social. La chusma
lesluthiersq	Abreviemos hija mía, de qué pecados NO te acusas?
lesluthiersq	Hay algo más triste, más desdichado, q ser perseguido? Sí! Ser alcanzado! #LesLuthiersQ
lesluthiersq	No se olvide que tenemos el cambio climático, el calentamiento global... que todo el mundo se calienta por cualquier cosa. #LesLuthiersQ
lesluthiersq	Por lo visto tiene mala bebida. No señor! tengo un whyskey buenísimo "Scotish Hooligan" - Lutherapia #LesLuthiersQ
lesluthiersq	Aria Agraria - Lutherapia http://t.co/Rb1iougW5l #LesLuthiersQ
lesluthiersq	Ella criticaba tu metodología, pero tipo que veía se lo epistemologaba - Dilema de Amor (cumbia epistemológica) #LesLuthiersQ
lesluthiersq	Hoy las ratas ya son un pueblo como todos: hay ratas decentes, austeras y ratas que roban, ratas rateras - Lutherapia #LesLuthiersQ
lesluthiersq	Tengo un whyskey buenísimo, 12... -años... -pesos!... el cajón!. -Con razón ve insectos. Por 12 pesos qué quería? - Lutherapia #LesLuthiersQ
lesluthiersq	Ya vendrán tiempos mejores, de alegría y de gozo: ya te violará alguien mas buenmozo - Adelaida (Alma de Corazón) #LesLuthiersQ
lesluthiersq	Haga la denuncia, no tiene nada que temer, nosotros ya nos ocuparemos de ella... de protegerla - Radio Tertulia #LesLuthiersQ
lesluthiersq	Yo por suerte con mi mujer, ni un sí ni un no; todo son “güeeee” - Radio Tertulia #LesLuthiersQ
lesluthiersq	Eres un hijo de mujer que comercia con su cuerpo. Horizontal, 4 letras - El cruzado, el arcángel y la harpía #LesLuthiersQ
lesluthiersq	"...y cuando hablo de cultura, hablo de cultura con Q mayúscula..." Vote a Ortega #LesLuthiersQ
lesluthiersq	"¿Por que en la ciudad vivimos alienados? Porque se ha lienado de gente." Solo necesitamos #LesLuthiersQ
lesluthiersq	-Manuel Darío es mi seudónimo. Manuel Darío, como el poeta… El de las “Rimas de Becket” Manuel Darío #LesLuthiersQ
lesluthiersq	"En aquel entonces era un sueño imposible... en casa, ninguno podía dormir." Manuel Darío #LesLuthiersQ
lesluthiersq	"-El cóndor, alelante. -El puma, altanero. -La gallina... al horno."El regreso del indio #LesLuthiersQ
lesluthiersq	"El truco consiste en airear la masa por tres días y tres noches,(risas),no,no,no se rían que después les sale mal y no saben porque"
lesluthiersq	Aquí estamos todos muy bien y techamos de menos; techamos de menos, porque se nos acabaron las tejas - El negro quiere bailar #LesLuthiersQ
lesluthiersq	Usted ha estado reflexionando, digamos por caminos sinuosos. Digamos, ha estado usted razonando... fuera del recipiente. #LesLuthiersQ
lesluthiersq	Me duele que se piense que el nuestro es un gobierno autoritario. Que no se piense eso... ¡es una orden!. Acto en Banania #LesLuthiersQ
lesluthiersq	Antes había desorden cada cual con su opinión. Hoy tenemos paz y orden y una sola opinión. Acto en Banania #LesLuthiersQ
lesluthiersq	Acto en Banania - #LesLuthiersQ http://t.co/rfq0hU3wuJ
lesluthiersq	De cada diez personas que ven televisión, cinco son la mitad. La Tanda #LesLuthiersQ
lesluthiersq	Charla entre Mundstock y Rabinovich sobre Shakespeare - http://t.co/hbXE3tmtE1 #LesLuthiersQ
lesluthiersq	Cuando empecé a trabajar aquí me dijeron que me pagarían de acuerdo a mi capacidad. ¡Con esa miseria no me alcanza para nada! #LesLuthiersQ
lesluthiersq	Ya me siento mejor, porque me ayudará el Estado. Ya me siento mejor, ¡mejor me siento a esperar sentado!. La vida es hermosa #LesLuthiersQ
lesluthiersq	Monólogo de Daniel Rabinovich - http://t.co/ssRx3uIMpR #LesLuthiersQ
lesluthiersq	Avant Gardé, ¡Qué hembra! - Kahty, la reina del Saloon #LesLuthiersQ
lesluthiersq	Para ser felices solo necesitamos una muchacha... dos muchachas. Solo Necesitamos #LesLuthiersQ
lesluthiersq	¿Por que en la ciudad vivimos alienados? Porque se ha lienado de gente. Solo necesitamos #LesLuthiersQ
lesluthiersq	- ...Fornicando sin ton ni son, a tontas y a locas - (...y esas son las más fáciles!) El sendero de Warren Sánchez #LesLuthiersQ
lesluthiersq	¿cómo es el tema de la fecundación asistida,porque quería preguntarles como hacer para asistir a una?-Bueno Nacho..Nacho,Nacho!#LesLuthiersQ
lesluthiersq	¿Cómo va a ser Terpsícores si es una¿O a usted sus amigos le dicen Albertos?Mis amigos me dicen Luís. El negro quiere bailar #LesLuthiersQ
lesluthiersq	"Qué fantástico, qué poencia elocuética", "¿Qué?", "su elocuencia poética", "¿Qué?", "Qué grande". La Tanda #LesLuthiersQ
lesluthiersq	El imán Abdul se presentó ante Mastropiero y le dijo: maestro, hoy seré su anfitrión, porque a mi jefe el jeque lo aqueja la jaqueca.
lesluthiersq	@LesLuthiersQ #LesLuthiersQ : Les Luthiers - ya no te amo raul: http://t.co/e8eFrajh1l vía @youtube
lesluthiersq	El imán Abul poseía una personalidad magnética, como todos los imanes - Serenata Medio Oriental (música medio árabe) #LesLuthiersQ
lesluthiersq	Johann Sebastian Mastropiero, en busca de inspiración, realizó un viaje al Oriente Medio, a las calurosas regiones de Uf-Al-Sudar.
lesluthiersq	¿No lo asalta de vez en cuando la melancolía, la memoria de las cosas perdidas? Eh, justamente lo que he perdido es la memoria #LesLuthiersQ
lesluthiersq	Sálvese mejor con Warren, salvación garantizada: si se muere y no se salva, ¡le devolvemos su dinero!. #LesLuthiersQ
lesluthiersq	No nos engañemos hermanos, es muy fácil obrar mal y luego arrepentirse; lo difícil es arrepentirse primero y luego obrar mal. #LesLuthiersQ
lesluthiersq	Las Artes Marciales son parte de una filosofía. No deben ser consideradas un arma. Por eso, recuerda: ¡No hay nada como un buen revólver!
lesluthiersq	El camino de la sabiduría es largo: Encontrarás la fuerza en Kioto. Encontrarás la destreza en Kuwen. Pero La Paz... Se encuentra en Bolivia
lesluthiersq	Muchas parejas no pueden tener hijos por diversos motivos, uno de los más frecuentes es: porque no se conocen. #LesLuthiersQ
lesluthiersq	La confianza mata al hombre y embaraza a la mujer - Cantata de la planificación familiar #LesLuthiersQ
lesluthiersq	Hombre prevenido vale por dos. Una pareja desprevenida vale por tres - Cantata de la planificación familiar #LesLuthiersQ
lesluthiersq	Cuando éramos jóvenes cientos nos concedían sus gracias por pasión, ahora gracias y por compasión nos ceden el asiento. #LesLuthiersQ
lesluthiersq	Si no ganamos estamos perdidos. La balada del séptimo regimiento #LesLuthiersQ
lesluthiersq	Mi esposa me dijo “pronto seremos tres”... iba a tener un amante. La hora de la nostalgia #LesLuthiersQ
alex_riveiro	¿Por qué la Luna orbita alrededor de la Tierra y no del Sol? Si te lo has preguntado alguna vez, en este hilo lo expliqué, junto a un término que no escuchamos muy a menudo pero que es muy útil, las esferas de Hill: https://t.co/dCwH5jCbmo
alex_riveiro	La ufología (y el caso Roswell) — Astrobitácora https://t.co/WyyY23RjBp #astronomia #ciencia https://t.co/ZGF66LHbys
alex_riveiro	@Roidrii Lo tienes en el artículo...
alex_riveiro	@YukiMva Puedes interpretar cada una de esas posibilidades como universos que realmente existen.
alex_riveiro	@CharliePG13 ¡Espero que te guste!
alex_riveiro	@LoreleySvenkt No me suena haber leído nada sobre Jápeto en los últimos tiempos, la verdad...
alex_riveiro	@BENITEZREYDAVID @JullMenne ¿Y cómo te crees que ves la superficie del planeta si no es a través de la luz? :)
alex_riveiro	@anaverbo @Minypimer @MartaSOrtigosa @KeirethLoL @alexmerino94 @MovistareSports @JaVaaaLoL @CarlosR @G2Goga @SrgDiaz https://t.co/aJwPD3wdpx
alex_riveiro	@anderpasai @azukikiyo No parece tener ninguna de las características habituales de un meteorito. No sabría decir qué tipo de roca es y las imágenes no son del todo útiles porque alguna es algo borrosa. Un fragmento de meteorito suele ser, además, bastante pesado para su tamaño.
alex_riveiro	@mundo_yuppi ¡A los dos! En el artículo hay una imagen con las órbitas :)
alex_riveiro	Kepler-47d: El tercer exoplaneta en torno a dos soles — Astrobitácora https://t.co/kkK2kgqKzD #astronomia #ciencia https://t.co/uDRFrqpXxN
alex_riveiro	En teoría sí. En la práctica, sin embargo, no. Haría falta un telescopio tan grande que colapsaría sobre sí mismo y se convertiría en un agujero negro. Vamos, que el dicho no debería ser "la curiosidad mató al gato", sino "la curiosidad mató a los extraterrestres" https://t.co/DPPj41ViyS
alex_riveiro	@CentroMdicoPon1 @mjdelrio ¿Y si todos llevan gorrito de papel de aluminio? https://t.co/OYtvhIHgAO
alex_riveiro	@mjdelrio Es jodidamente brillante, no tiene fisura posible
alex_riveiro	@mjdelrio https://t.co/oBxYntx9o6
alex_riveiro	Esta pregunta es muy inteligente y es, precisamente, una gran forma de ver por qué no tiene sentido pensar que los extraterrestres nos visitan. Una civilización que nos observase a 2 000 años-luz no sabría que estamos aquí... (porque no captaría señal tecnológica alguna). https://t.co/Owt2LBTb3A
alex_riveiro	@madmolka Por supuesto que lo tiene. No hay nada que diga que el universo en sí mismo no puede expandirse más rápido que la velocidad de la luz :)
alex_riveiro	No podemos viajar más rápido que la luz, así que no podemos ver la Tierra en el pasado. Pero, aunque de alguna manera fuese posible, solo lo podríamos ver desde la distancia, no actuar directamente con él... (estoy intentando simplificar las implicaciones). https://t.co/WIBl07yTUL
alex_riveiro	Si nos pudiésemos ver desde 15 000 años-luz, veríamos la Tierra tal y como era hace 15 000 años. Es una de esas cosas extrañas del universo, como la velocidad de la luz es finita, cuanto más lejos miramos en el espacio más lejos miramos en el pasado :) https://t.co/4yxc3I4TtN
alex_riveiro	@_turris_ Sí, el infinito visto desde esa perspectiva es bastante miserable
alex_riveiro	Bueno, Strange dice que ve 14 000 605 futuros (no eran miles de millones como pensaba inicialmente, ¡gracias por corregirme, todos!), así que podríamos suponer que el multiverso de Marvel es finito. Si fuese infinito habría infinitas victorias (y derrotas) https://t.co/amGBeeVQCL
alex_riveiro	@mjdelrio @CurryUU_ https://t.co/uJBKE1WWXQ
alex_riveiro	@kevinblaugrana No la he visto :(
alex_riveiro	@mjdelrio ¿Eran millones solo? Ya no recuerdo la cifra que decía...
alex_riveiro	@urielllanos12 Hablé del espectro electromagnético aquí: https://t.co/c7LYZj1DNu
alex_riveiro	@sukmooj De agujeros negros ahora tenemos imágenes también :)
alex_riveiro	En Vengadores: Infinity War, el Doctor Strange observó miles de millones de posibles futuros para entender cómo derrotar a Thanos. Solo encontró una posibilidad. Vamos, que el de Marvel es un multiverso poco esperanzador. Demasiada destrucción #AvengersEndgame
alex_riveiro	Hablé de los colores de esas imágenes, y por qué se usan unos y otros, etc, en este hilo: https://t.co/mNOSgaN1VR
alex_riveiro	Las imágenes de nebulosas, galaxias, etc, son reales. A veces los colores usados no son literalmente lo que verían nuestros ojos (porque se recogen partes del espectro que no podemos ver, por ejemplo, o porque tiene un valor científico) pero son completamente reales. https://t.co/w5Z09NoGN9
alex_riveiro	Con el estreno de Vengadores, no se me ocurría una nebulosa mejor para hoy... ☺️
alex_riveiro	Esta nebulosa es popularmente conocida como el Casco de Thor. Mide 30 años-luz y es el producto de la radiación de una joven estrella que está expulsando el polvo y gas a su alrededor. Está a 15 000 años-luz, en la constelación del Can Mayor. Crédito: M. Rusterholz #FelizJueves https://t.co/Nm4X9WpbuA
alex_riveiro	@joseluis_x @LuisE_Juarez En papel, hasta el 25 de junio, solo se puede comprar en formato físico importándolo desde España (https://t.co/xYGlvgItfV)
alex_riveiro	@carolmola Porque debiste retuitearlo y han contestado a alguien que contestó a tu RT :P
alex_riveiro	Hablé del futuro del universo, y sus posibles finales, en este hilo: https://t.co/ukkC9myBxE
alex_riveiro	Es uno de los posibles desenlaces del universo en el futuro, pero no es una hipótesis que tenga mucha popularidad, porque no hay nada que indique que la expansión del universo vaya a detenerse en el futuro... https://t.co/LFDABxoFRL
alex_riveiro	@Cosmonauta84 @EnOdisea https://t.co/RzBI04ylPS
alex_riveiro	@LuisE_Juarez ¡Espero que te guste!
